,BOROUGH,STREET,BIKE_DIR,LANE_COUNT,FT_FACILIT,LATITUDE1,LONGITUDE1,LATITUDE2,LONGITUDE2
1295,MANHATTAN,CENTRE ST,2,2,Protected Path,40.71217,-74.005589,40.712204,-74.00543
1296,MANHATTAN,SPRUCE ST,R,1,Standard,40.710977,-74.005094,40.710166,-74.004253
1298,MANHATTAN,READE ST,R,1,Standard,40.715433,-74.007544,40.716014,-74.008823
1302,MANHATTAN,DOVER ST,R,1,,40.709523,-74.001665,40.708791,-74.00086
1304,MANHATTAN,GOLD ST,L,1,,40.710166,-74.004253,40.710393,-74.003975
1305,MANHATTAN,GOLD ST,L,1,,40.710393,-74.003975,40.710427,-74.003943
1307,QUEENS,CONGRESS ST,R,1,Standard,40.689659,-74.000468,40.689275,-73.999125
1311,MANHATTAN,E BROADWAY,2,2,Standard,40.713679,-73.997994,40.713658,-73.997977
1313,MANHATTAN,CATHERINE ST,R,1,Sharrows,40.713468,-73.9973,40.7128,-73.997117
1314,MANHATTAN,E BROADWAY,2,2,Standard,40.713468,-73.9973,40.71369,-73.994585
1318,QUEENS,HENRY ST,R,1,Curbside,40.690104,-73.996548,40.689433,-73.996874
1319,QUEENS,PACIFIC ST,L,1,,40.690104,-73.996548,40.689583,-73.994678
1330,QUEENS,SCHERMERHORN ST,L,1,,40.691535,-73.993737,40.690993,-73.991742
1336,QUEENS,OLD FULTON ST,2,2,Standard,40.702994,-73.994709,40.702886,-73.994383
1338,MANHATTAN,MADISON ST,2,2,Sharrows,40.712072,-73.996947,40.712308,-73.994361
1340,MANHATTAN,MARKET SLIP,2,2,Buffered,40.710087,-73.994102,40.709485,-73.994022
1341,MANHATTAN,MARKET SLIP,2,2,Sharrows,40.710559,-73.994143,40.710087,-73.994102
1342,QUEENS,AV W,2,2,Sharrows,40.595189,-73.947663,40.595291,-73.946738
1343,MANHATTAN,MARKET ST,L,1,,40.711593,-73.994265,40.711593,-73.994265
1347,MANHATTAN,FORSYTH ST,L,1,,40.715033,-73.994549,40.715621,-73.994272
1351,MANHATTAN,ELDRIDGE ST,R,1,Sharrows,40.714291,-73.99395,40.715355,-73.993401
1352,QUEENS,COURT ST,R,1,Sharrows,40.689161,-73.992623,40.689033,-73.992686
1363,QUEENS,CLARK ST,2,2,Signed Route,40.697462,-73.993018,40.697226,-73.992123
1368,QUEENS,YORK ST,L,1,,40.702564,-73.991746,40.702479,-73.991688
1369,MANHATTAN,CANAL ST,2,2,Standard,40.715355,-73.993401,40.715621,-73.994272
1371,MANHATTAN,PIKE ST,R,1,Sharrows,40.714356,-73.993016,40.713831,-73.992944
1376,MANHATTAN,ALLEN ST,L,1,,40.715113,-73.992599,40.716236,-73.992014
1379,MANHATTAN,ALLEN ST,R,1,Protected Path,40.715048,-73.992383,40.71617,-73.991796
1384,MANHATTAN,RUTGERS ST,R,1,Sharrows,40.714405,-73.99022,40.714053,-73.990189
1385,QUEENS,SMITH ST,L,1,,40.688616,-73.989168,40.687992,-73.989612
1386,QUEENS,SMITH ST,L,1,,40.689869,-73.9883,40.689246,-73.988721
1387,QUEENS,SMITH ST,2,2,Protected Path,40.690468,-73.987892,40.689869,-73.9883
1389,QUEENS,SMITH ST,2,2,Standard,40.691458,-73.987348,40.690468,-73.987892
1390,QUEENS,JAY ST,2,2,Sharrows,40.692234,-73.987299,40.691458,-73.987348
1392,QUEENS,JAY ST,2,2,Protected Path,40.6938,-73.987228,40.693125,-73.987254
1393,QUEENS,MYRTLE AVE,2,2,Sidewalk,40.6938,-73.987228,40.693754,-73.986193
1394,QUEENS,JAY ST,2,2,Protected Path,40.69728,-73.98704,40.696839,-73.987062
1397,QUEENS,JAY ST,2,2,Protected Path,40.698735,-73.986947,40.698504,-73.986969
1398,QUEENS,PROSPECT STREET,2,2,Sharrows,40.700735,-73.98973,40.700712,-73.988818
1400,QUEENS,YORK ST,L,1,,40.701628,-73.989679,40.701611,-73.98915
1403,QUEENS,PROSPECT STREET,R,1,Sharrows,40.700705,-73.988667,40.700663,-73.987743
1404,QUEENS,SANDS ST,R,1,Standard,40.700009,-73.988335,40.69998,-73.987787
1405,QUEENS,YORK ST,L,1,,40.701591,-73.988628,40.701557,-73.987689
1406,QUEENS,PROSPECT ST,R,1,Curbside,40.700634,-73.986923,40.700633,-73.986794
1408,QUEENS,JAY ST,2,2,Curbside,40.69922,-73.986864,40.698735,-73.986947
1409,QUEENS,JAY ST,2,2,Protected Path,40.701526,-73.986748,40.70112,-73.986783
1410,QUEENS,WASHINGTON ST,2,2,Signed Route,40.702523,-73.989623,40.701628,-73.989679
1411,QUEENS,WASHINGTON ST,R,1,Signed Route,40.7032,-73.989583,40.702523,-73.989623
1413,QUEENS,PEARL ST,R,1,Sharrows,40.703791,-73.987551,40.70313,-73.98759
1415,QUEENS,JOHN ST,L,1,,40.70446,-73.987509,40.704413,-73.98657
1416,QUEENS,JAY ST,2,2,Sharrows,40.702423,-73.98669,40.701526,-73.986748
1422,MANHATTAN,CLINTON ST,2,2,Protected Path,40.713637,-73.987061,40.712903,-73.986926
1426,QUEENS,BOND ST,R,1,Curbside,40.688786,-73.983573,40.688175,-73.983988
1429,QUEENS,JAY ST GREENWAY,2,2,Greenway,40.700629,-73.986625,40.70022,-73.986388
1430,MANHATTAN,MONTGOMERY ST,2,2,Standard,40.711229,-73.984784,40.710702,-73.984703
1433,MANHATTAN,MADISON ST,2,2,Standard,40.713078,-73.985058,40.713199,-73.983882
1434,MANHATTAN,MONTGOMERY ST,2,2,Standard,40.713787,-73.985114,40.713078,-73.985058
1435,MANHATTAN,SAMUEL DICKSTEIN PLZ,2,2,Protected Path,40.713787,-73.985114,40.714512,-73.984707
1438,MANHATTAN,GRAND ST,2,2,Standard,40.715438,-73.985012,40.71521,-73.984259
1440,QUEENS,DE KALB AV,L,1,,40.6899,-73.980429,40.689863,-73.97951
1442,QUEENS,MYRTLE AV,R,1,Standard,40.693557,-73.980983,40.693524,-73.980113
1444,QUEENS,NAVY ST,2,2,Curbside,40.696263,-73.980371,40.696178,-73.980357
1446,QUEENS,PARK AVENUE,R,1,Bike-Friendly Parking,40.696172,-73.979537,40.696159,-73.978873
1447,QUEENS,NASSAU ST,2,2,Standard,40.698247,-73.980544,40.698138,-73.978089
1448,QUEENS,NAVY ST,2,2,Bike-Friendly Parking,40.701277,-73.980741,40.700699,-73.980405
1449,MANHATTAN,GRAND ST,2,2,Sharrows,40.714461,-73.98165,40.714265,-73.980924
1450,MANHATTAN,GRAND ST,2,2,Standard,40.714265,-73.980924,40.713973,-73.979962
1452,MANHATTAN,LEWIS ST,R,1,Sharrows,40.713973,-73.979962,40.71489,-73.979496
1459,QUEENS,BOARDWALK E,2,2,Boardwalk,40.574531,-73.969128,40.574882,-73.967567
1489,QUEENS,NEPTUNE AV,2,2,Signed Route,40.581746,-73.960935,40.581726,-73.961032
1498,QUEENS,AV X,2,2,Standard,40.592308,-73.954223,40.592413,-73.95326
1499,QUEENS,EMMONS AV,2,2,Signed Route,40.583174,-73.953438,40.583254,-73.952507
1517,QUEENS,BEDFORD AV,2,2,Standard,40.602162,-73.947058,40.599909,-73.946632
1534,QUEENS,AV H,2,2,Sharrows,40.629113,-73.970001,40.629232,-73.968929
1546,QUEENS,OCEAN AVENUE,2,2,Sharrows,40.632897,-73.957745,40.630512,-73.957299
1548,QUEENS,CAMPUS RD,L,1,,40.63059,-73.956626,40.630637,-73.956632
1550,QUEENS,E 23 ST,R,1,Sharrows,40.631944,-73.954619,40.631531,-73.954573
1551,QUEENS,CAMPUS RD,L,1,,40.631944,-73.954619,40.631992,-73.954135
1558,QUEENS,AV I,2,2,Signed Route,40.628646,-73.952069,40.62875,-73.951106
1573,QUEENS,GERRITSEN AV,2,2,Bike-Friendly Parking,40.609347,-73.943547,40.608268,-73.942312
1588,QUEENS,11 AVE,L,1,,40.655607,-73.977873,40.655037,-73.978468
1594,QUEENS,BEVERLEY RD,2,2,Sharrows,40.643305,-73.974096,40.643336,-73.973814
1599,QUEENS,CATON AVE,2,2,Bike-Friendly Parking,40.647596,-73.973504,40.647581,-73.973388
1602,QUEENS,OCEAN PKWY,2,2,Curbside,40.65024,-73.973649,40.650172,-73.973822
1603,QUEENS,PROSPECT PARK SW,L,1,,40.654649,-73.973266,40.653913,-73.973051
1606,QUEENS,PROSPECT PARK SW,2,2,Bike-Friendly Parking,40.657347,-73.974045,40.656392,-73.973792
1609,QUEENS,W LAKE DR,R,1,Greenway,40.657688,-73.973051,40.657473,-73.973106
1610,QUEENS,W LAKE DR,R,1,Greenway,40.655947,-73.972876,40.655242,-73.972088
1619,QUEENS,S LAKE DR,L,1,,40.652754,-73.968769,40.65262,-73.968925
1622,QUEENS,CENTER DR,2,2,Greenway,40.658938,-73.971753,40.659754,-73.971165
1624,QUEENS,ARGYLE RD,L,1,,40.634684,-73.965083,40.633231,-73.964802
1637,QUEENS,WELL HOUSE DR,2,2,Greenway,40.658301,-73.96828,40.658288,-73.968464
1646,QUEENS,OCEAN AVENUE,2,2,Standard,40.653173,-73.961597,40.65217,-73.961407
1647,QUEENS,E LAKE DR,L,1,,40.658071,-73.963259,40.65748,-73.962921
1648,QUEENS,P P LINCOLN RD APPR,2,2,Greenway,40.660114,-73.963907,40.6604,-73.963331
1649,QUEENS,LINCOLN RD,2,2,Sharrows,40.660509,-73.962813,40.660656,-73.962078
1652,QUEENS,OCEAN AVENUE,2,2,Standard,40.637766,-73.958673,40.636327,-73.9584
1663,QUEENS,MAPLE ST,R,1,Standard,40.660205,-73.960622,40.660442,-73.956876
1664,QUEENS,FLATBUSH AV,R,1,Curbside,40.638878,-73.954044,40.638495,-73.953942
1669,QUEENS,CLARENDON RD,2,2,Standard,40.642689,-73.957636,40.642771,-73.956425
1693,QUEENS,FOSTER AV,R,1,Curbside,40.638495,-73.953942,40.638586,-73.953749
1711,QUEENS,WEST DR,R,1,Greenway,40.660749,-73.977434,40.660693,-73.97738
1724,QUEENS,7 AVE,2,2,Sharrows,40.673828,-73.975889,40.673199,-73.976322
1738,QUEENS,4 AV,2,2,Curbside,40.684857,-73.978043,40.684423,-73.978389
1739,QUEENS,4 AV,2,2,Sidewalk,40.685077,-73.977894,40.684857,-73.978043
1741,QUEENS,ASHLAND PL,2,2,Sharrows,40.686819,-73.978198,40.685077,-73.977894
1743,QUEENS,LAFAYETTE AV,R,1,Standard,40.686997,-73.976547,40.687025,-73.976206
1744,QUEENS,LAFAYETTE AV,R,1,Standard,40.687025,-73.976206,40.687086,-73.97559
1751,QUEENS,P P 3 ST APPR,2,2,Greenway,40.667938,-73.972929,40.66795,-73.973092
1767,QUEENS,PARK PL,R,1,Sharrows,40.677716,-73.973248,40.677523,-73.972716
1769,QUEENS,CARLTON AV,L,1,,40.677447,-73.972347,40.677162,-73.972445
1777,QUEENS,CUMBERLAND ST,R,1,Standard,40.687415,-73.972687,40.685953,-73.972398
1779,QUEENS,EAST DR,L,1,,40.669762,-73.968755,40.669655,-73.968864
1784,QUEENS,CLERMONT AV,R,1,Standard,40.686288,-73.969489,40.684157,-73.969062
1785,QUEENS,CLASSON AVE,L,1,,40.673999,-73.960393,40.673121,-73.96071
1788,QUEENS,PLAZA ST W,2,2,Protected Path,40.672713,-73.970879,40.672647,-73.970407
1789,QUEENS,PLAZA ST W,2,2,Protected Path,40.672647,-73.970407,40.672631,-73.970002
1791,QUEENS,ST JOHNS PL,2,2,Standard,40.673927,-73.968717,40.674433,-73.966936
1792,QUEENS,PLAZA ST W,2,2,Standard,40.674501,-73.97143,40.674303,-73.971465
1794,QUEENS,PLAZA ST E,2,2,Standard,40.675237,-73.971049,40.675316,-73.970955
1796,QUEENS,VANDERBILT AV,2,2,Standard,40.675906,-73.969497,40.675361,-73.969693
1797,QUEENS,STERLING PL,L,1,,40.675906,-73.969497,40.675493,-73.967519
1798,QUEENS,VANDERBILT AV,2,2,Standard,40.676785,-73.969178,40.675906,-73.969497
1809,QUEENS,FULTON ST,R,1,Sharrows,40.684157,-73.969062,40.684101,-73.968922
1811,QUEENS,CARLTON AV,L,1,,40.687528,-73.971727,40.686065,-73.971434
1821,QUEENS,EAST DR,L,1,,40.663416,-73.965265,40.663344,-73.965271
1825,QUEENS,EAST DR,L,1,,40.671186,-73.969321,40.671159,-73.969242
1839,QUEENS,ST JOHNS PL,R,1,Standard,40.672641,-73.958415,40.672414,-73.957339
1840,QUEENS,P P FLATBUSH AV APPR,2,2,Greenway,40.663538,-73.963505,40.663391,-73.963754
1842,QUEENS,FLATBUSH AV,2,2,Sidewalk,40.663812,-73.962866,40.66309,-73.962388
1843,QUEENS,CLASSON AVE,L,1,,40.670477,-73.961663,40.669637,-73.961948
1844,QUEENS,WASHINGTON AV,2,2,Sharrows,40.672773,-73.962788,40.672601,-73.962753
1847,QUEENS,WASHINGTON AV,2,2,Standard,40.676547,-73.963529,40.675561,-73.963331
1859,QUEENS,LINCOLN RD,L,1,,40.660954,-73.96068,40.66118,-73.956958
1860,QUEENS,FRANKLIN AVE,R,1,Bike-Friendly Parking,40.664109,-73.960337,40.663303,-73.960615
1869,QUEENS,CLASSON AVE,L,1,,40.674864,-73.960073,40.673999,-73.960393
1876,QUEENS,CLASSON AVE,L,1,,40.679048,-73.958568,40.678281,-73.958845
1877,QUEENS,CLASSON AVE,L,1,,40.681742,-73.958586,40.680798,-73.958396
1878,QUEENS,CLASSON AVE,L,1,,40.684485,-73.959132,40.68375,-73.958983
1892,QUEENS,EMPIRE BLVD,2,2,Standard,40.663517,-73.957209,40.663728,-73.953849
1898,QUEENS,FRANKLIN AVENUE,R,1,Sharrows,40.672414,-73.957339,40.671536,-73.957657
1900,QUEENS,FRANKLIN AVENUE,R,1,Standard,40.673294,-73.95702,40.672414,-73.957339
1915,QUEENS,FRANKLIN AV,R,1,Standard,40.677576,-73.955475,40.676807,-73.95575
1918,QUEENS,FRANKLIN AV,R,1,Standard,40.682599,-73.955966,40.681869,-73.955819
1919,QUEENS,FRANKLIN AV,R,1,Standard,40.680195,-73.955486,40.679958,-73.955437
1920,QUEENS,FRANKLIN AV,R,1,Sharrows,40.681137,-73.955666,40.680195,-73.955486
1925,QUEENS,BEDFORD AVE,L,1,,40.684313,-73.9541,40.683581,-73.953955
1957,QUEENS,E NEW YORK AV,L,1,,40.661746,-73.947832,40.661881,-73.945565
1961,QUEENS,ST JOHNS PL,2,2,Sharrows,40.671638,-73.950334,40.671488,-73.947564
1962,QUEENS,ST JOHNS PL,2,2,Standard,40.671488,-73.947564,40.671337,-73.944795
1975,QUEENS,BROOKLYN AVENUE,R,1,Sharrows,40.671337,-73.944795,40.670504,-73.944872
1976,QUEENS,BROOKLYN AVENUE,R,1,Standard,40.672228,-73.94471,40.671337,-73.944795
1984,QUEENS,PACIFIC ST,L,1,,40.677351,-73.94423,40.677199,-73.941463
1985,QUEENS,TOMPKINS AV,R,1,Standard,40.681774,-73.943601,40.681047,-73.943448
1996,QUEENS,ASHLAND PL,2,2,Standard,40.693488,-73.979167,40.691921,-73.978947
2000,QUEENS,FLUSHING AV,2,2,Standard,40.698138,-73.978089,40.698116,-73.977531
2003,MANHATTAN,F D R DR,L,1,,40.712408,-73.978017,40.713254,-73.977587
2011,QUEENS,WASHINGTON PARK,R,1,Standard,40.691708,-73.97354,40.689622,-73.973126
2012,QUEENS,WILLOUGHBY AV,R,1,Standard,40.691708,-73.97354,40.691679,-73.972553
2017,QUEENS,PARK AV,R,1,Bike-Friendly Parking,40.695962,-73.974246,40.695934,-73.973408
2020,QUEENS,CUMBERLAND ST,R,1,Sharrows,40.698005,-73.974787,40.696275,-73.974452
2047,QUEENS,KENT AV,2,2,Protected Path,40.71082,-73.968524,40.710045,-73.968522
2048,QUEENS,BROADWAY,2,2,Standard,40.71082,-73.968524,40.710724,-73.967657
2067,QUEENS,WYTHE AV,R,1,Sharrows,40.707002,-73.967289,40.706284,-73.967021
2068,QUEENS,DIVISION AV,L,1,,40.707002,-73.967289,40.707244,-73.965932
2073,QUEENS,WYTHE AV,R,1,Standard,40.708348,-73.967236,40.707637,-73.967383
2076,QUEENS,BERRY ST,L,1,,40.707488,-73.966059,40.707244,-73.965932
2079,QUEENS,S 5 ST,R,1,Standard,40.712597,-73.967732,40.712057,-73.966143
2086,QUEENS,S 4 ST,L,1,,40.712861,-73.965782,40.712459,-73.964463
2090,QUEENS,S 5 ST,R,1,Protected Path,40.711678,-73.964958,40.711213,-73.963379
2105,QUEENS,CLASSON AVE,L,1,,40.696207,-73.961586,40.694011,-73.961093
2108,QUEENS,FLUSHING AV,L,1,,40.698188,-73.961898,40.698326,-73.961051
2109,QUEENS,WYTHE AV,R,1,Standard,40.702506,-73.962392,40.701944,-73.961749
2115,QUEENS,S 5 ST,2,2,Protected Path,40.710737,-73.961809,40.710472,-73.960938
2116,QUEENS,DRIGGS AV,R,1,Standard,40.711349,-73.961421,40.710737,-73.961809
2135,QUEENS,FLUSHING AV,L,1,,40.698677,-73.958859,40.69882,-73.957959
2142,QUEENS,S 5 PL,2,3,Protected Path,40.711038,-73.96058,40.710472,-73.960938
2143,QUEENS,S 4 ST,2,2,Protected Path,40.711038,-73.96058,40.710787,-73.959943
2145,QUEENS,ROEBLING ST,L,1,,40.711424,-73.959533,40.710787,-73.959943
2146,QUEENS,S 3 ST,R,1,Standard,40.711424,-73.959533,40.710864,-73.958004
2147,QUEENS,SOUTH 4 ST,L,1,,40.710096,-73.957964,40.709758,-73.957062
2173,QUEENS,SOUTH 3 ST,R,1,Standard,40.709949,-73.955499,40.709521,-73.954325
2176,QUEENS,BORINQUEN PL,2,2,Sharrows,40.710588,-73.955098,40.710594,-73.954735
2177,QUEENS,BORINQUEN PL,2,2,Protected Path,40.710594,-73.954735,40.710716,-73.953582
2178,QUEENS,N 5 ST,R,1,Standard,40.715145,-73.956369,40.714326,-73.955057
2179,QUEENS,METROPOLITAN AV,R,1,Standard,40.714073,-73.955329,40.714075,-73.954656
2180,QUEENS,HAVEMEYER ST,R,1,Standard,40.714326,-73.955057,40.714073,-73.955329
2182,QUEENS,N 6 ST,L,1,,40.71488,-73.95446,40.714184,-73.953353
2187,QUEENS,NOSTRAND AV,L,1,,40.693526,-73.952194,40.693419,-73.952172
2190,QUEENS,UNION AV,2,2,Standard,40.706653,-73.950406,40.707391,-73.95053
2199,QUEENS,MESEROLE ST,L,1,,40.707391,-73.95053,40.707597,-73.948303
2204,QUEENS,GRAND ST,2,2,Sharrows,40.710906,-73.951643,40.710957,-73.951116
2209,QUEENS,GRAND ST,2,2,Protected Path,40.710957,-73.951116,40.711168,-73.948892
2210,QUEENS,MEEKER AV,R,1,Standard,40.71407,-73.953485,40.714184,-73.953353
2211,QUEENS,METROPOLITAN AV,2,2,Sharrows,40.714061,-73.95291,40.714066,-73.951624
2212,QUEENS,UNION AV,2,2,Sharrows,40.715442,-73.951842,40.715963,-73.951929
2214,QUEENS,UNION AV,2,2,Sharrows,40.714066,-73.951624,40.714538,-73.951701
2215,QUEENS,UNION AV,2,2,Sharrows,40.714538,-73.951701,40.715022,-73.951776
2219,QUEENS,TOMPKINS AV,R,1,Sharrows,40.698641,-73.946959,40.697903,-73.946796
2220,QUEENS,HARRISON AV,R,1,Standard,40.701594,-73.948747,40.701029,-73.948117
2221,QUEENS,WALLABOUT ST,L,1,,40.701594,-73.948747,40.702784,-73.946907
2224,QUEENS,TOMPKINS AV,R,1,Standard,40.699374,-73.947105,40.698641,-73.946959
2227,QUEENS,UNION AV,R,1,Standard,40.705473,-73.950237,40.705913,-73.950289
2230,QUEENS,SCHOLES ST,R,1,Standard,40.708306,-73.948421,40.708466,-73.946755
2231,QUEENS,LEONARD ST,L,1,,40.709177,-73.946852,40.709894,-73.946974
2253,QUEENS,THROOP AV,L,1,,40.695289,-73.943388,40.694557,-73.943242
2256,QUEENS,THROOP AV,L,1,,40.701091,-73.945014,40.700545,-73.944403
2257,QUEENS,WHIPPLE ST,R,1,Signed Route,40.701091,-73.945014,40.701862,-73.943825
2259,QUEENS,MOORE ST,L,1,,40.703209,-73.946251,40.703422,-73.945909
2260,QUEENS,MANHATTAN AV,R,1,Standard,40.704309,-73.94445,40.705021,-73.944568
2262,QUEENS,BROADWAY,L,1,,40.701962,-73.944005,40.701862,-73.943825
2263,QUEENS,MANHATTAN AV,R,1,Signed Route,40.701962,-73.944005,40.702186,-73.944105
2288,MANHATTAN,CHAMBERS ST,R,1,Sharrows,40.716602,-74.011627,40.717034,-74.01256
2290,MANHATTAN,GREENWICH ST,L,1,,40.716303,-74.010967,40.716925,-74.010834
2293,MANHATTAN,W BROADWAY,L,1,,40.716014,-74.008823,40.716587,-74.008378
2295,MANHATTAN,WASHINGTON ST,L,1,,40.725244,-74.010053,40.725987,-74.009922
2298,MANHATTAN,GREENWICH ST,R,1,Standard,40.725914,-74.009107,40.725986,-74.009094
2306,MANHATTAN,W HOUSTON ST,R,1,Sharrows,40.728915,-74.008593,40.728988,-74.00935
2311,MANHATTAN,CLARKSON ST,L,1,,40.729628,-74.0084,40.729706,-74.009208
2314,MANHATTAN,CHRISTOPHER ST,2,2,Standard,40.732643,-74.008633,40.732451,-74.009869
2316,MANHATTAN,W 10 ST,L,1,,40.733401,-74.008554,40.733204,-74.0098
2330,MANHATTAN,AV OF THE AMERICAS,R,1,Standard,40.718273,-74.005324,40.719005,-74.005174
2331,MANHATTAN,VARICK ST,L,1,,40.719127,-74.006936,40.719777,-74.006808
2338,MANHATTAN,AV OF THE AMERICAS,R,1,Sharrows,40.719837,-74.005186,40.720629,-74.005208
2339,MANHATTAN,W BROADWAY,R,1,Sharrows,40.720629,-74.005208,40.721354,-74.004635
2340,MANHATTAN,VARICK ST,L,1,,40.721416,-74.006524,40.721805,-74.006425
2341,MANHATTAN,VARICK ST,L,1,,40.721805,-74.006425,40.722427,-74.006319
2346,MANHATTAN,GRAND ST,R,1,Protected Path,40.722978,-74.005059,40.722718,-74.004448
2348,MANHATTAN,SPRING ST,L,1,,40.72584,-74.007557,40.725915,-74.008348
2349,MANHATTAN,SPRING ST,L,1,,40.725674,-74.005781,40.72584,-74.007557
2350,MANHATTAN,SPRING ST,L,1,,40.725559,-74.004552,40.725674,-74.005781
2351,MANHATTAN,CHARLTON ST,R,1,Standard,40.727329,-74.00732,40.72747,-74.008845
2353,MANHATTAN,HUDSON ST,R,1,Protected Path,40.728772,-74.00709,40.729495,-74.006973
2355,MANHATTAN,CLARKSON ST,L,1,,40.72934,-74.005424,40.729495,-74.006973
2363,MANHATTAN,7 AV,L,1,,40.729447,-74.005172,40.730321,-74.004688
2378,MANHATTAN,W 10 ST,L,1,,40.73401,-74.004561,40.733742,-74.006294
2379,MANHATTAN,BLEECKER ST,L,1,,40.73401,-74.004561,40.734659,-74.004747
2388,MANHATTAN,HUDSON ST,L,1,,40.737169,-74.005774,40.737552,-74.005687
2399,MANHATTAN,9 AV,R,1,Standard,40.739404,-74.00645,40.739631,-74.006333
2401,MANHATTAN,GANSEVOORT ST,R,1,Standard,40.739417,-74.005918,40.739404,-74.00645
2408,MANHATTAN,THOMPSON ST,L,1,,40.722718,-74.004448,40.723449,-74.003829
2410,MANHATTAN,THOMPSON ST,L,1,,40.723449,-74.003829,40.723682,-74.003635
2412,MANHATTAN,W BROADWAY,2,2,Sharrows,40.722384,-74.003767,40.723308,-74.002981
2413,MANHATTAN,BROOME ST,R,1,Sharrows,40.723682,-74.003635,40.724054,-74.00438
2414,MANHATTAN,THOMPSON ST,L,1,,40.723682,-74.003635,40.72488,-74.002619
2416,MANHATTAN,BROOME ST,R,1,Curbside,40.723308,-74.002981,40.723682,-74.003635
2422,MANHATTAN,PRINCE ST,R,1,Curbside,40.726495,-74.00235,40.726877,-74.003122
2430,MANHATTAN,MAC DOUGAL ST,L,1,,40.729167,-74.00119,40.729988,-74.000498
2432,MANHATTAN,CARMINE ST,L,1,,40.729857,-74.003955,40.729447,-74.005172
2444,MANHATTAN,7 AV,L,1,,40.732356,-74.00352,40.733215,-74.003032
2445,MANHATTAN,7 AV,L,1,,40.733215,-74.003032,40.733633,-74.002786
2448,MANHATTAN,W 10 ST,L,1,,40.73434,-74.002391,40.734252,-74.00297
2456,MANHATTAN,7 AVE,L,1,,40.736563,-74.001095,40.73723,-74.000647
2459,MANHATTAN,13 ST,R,1,Standard,40.739418,-74.003865,40.740023,-74.005292
2461,MANHATTAN,13 ST,R,1,Sharrows,40.739078,-74.003082,40.739418,-74.003865
2463,MANHATTAN,GREENWICH ST,2,2,Sharrows,40.73813,-74.002032,40.738761,-74.002406
2465,MANHATTAN,9 AV,L,1,,40.742284,-74.004415,40.742863,-74.003969
2467,MANHATTAN,WEST 16 STREET,L,1,,40.74108,-74.001555,40.742284,-74.004415
2476,MANHATTAN,SPRING ST,L,1,,40.723795,-74.000368,40.724166,-74.001127
2479,MANHATTAN,SPRING ST,L,1,,40.722663,-73.997981,40.723021,-73.998812
2490,MANHATTAN,W 3 ST,R,1,Sharrows,40.72931,-73.997886,40.729685,-73.998605
2491,MANHATTAN,LA GUARDIA PL,2,2,Standard,40.72931,-73.997886,40.729942,-73.99736
2493,MANHATTAN,W 3 ST,R,1,Buffered,40.730431,-74.000123,40.731065,-74.001412
2495,MANHATTAN,W 4 ST,L,1,,40.731043,-73.999604,40.731706,-74.000954
2496,MANHATTAN,WASHINGTON SQ S,R,1,Standard,40.731043,-73.999604,40.730668,-73.998854
2498,MANHATTAN,WASHINGTON SQ W,R,1,Curbside,40.731627,-73.999109,40.731043,-73.999604
2500,MANHATTAN,WASHINGTON SQ S,R,1,Curbside,40.730288,-73.998072,40.729942,-73.99736
2502,MANHATTAN,5 AV,L,1,,40.733436,-73.99549,40.734034,-73.99505
2504,MANHATTAN,W 10 ST,L,1,,40.734688,-73.999973,40.734483,-74.001389
2505,MANHATTAN,AV OF THE AMERICAS,R,1,Protected Path,40.733611,-73.999556,40.734139,-73.999186
2509,MANHATTAN,W 10 ST,L,1,,40.734788,-73.999246,40.734688,-73.999973
2512,MANHATTAN,W 8 ST,L,1,,40.732946,-73.997987,40.733611,-73.999556
2513,MANHATTAN,12 ST,L,1,,40.73723,-74.000647,40.737675,-74.001768
2514,MANHATTAN,7 AVE,L,1,,40.73723,-74.000647,40.737865,-74.000183
2517,MANHATTAN,12 ST,L,1,,40.736036,-73.997808,40.73723,-74.000647
2519,MANHATTAN,13 ST,R,1,Protected Path,40.736668,-73.997341,40.737865,-74.000183
2520,MANHATTAN,AVE OF THE AMERICAS,R,1,Standard,40.736668,-73.997341,40.737361,-73.99684
2522,MANHATTAN,WEST 15 STREET,R,1,Standard,40.739243,-73.999185,40.740444,-74.002019
2531,MANHATTAN,CHRYSTIE ST,2,2,Protected Path,40.716975,-73.994455,40.718144,-73.993828
2532,MANHATTAN,GRAND ST,2,2,Standard,40.718144,-73.993828,40.717922,-73.993094
2533,MANHATTAN,CHRYSTIE ST,2,2,Protected Path,40.718144,-73.993828,40.719071,-73.993359
2538,MANHATTAN,SPRING ST,L,1,,40.721952,-73.996268,40.722301,-73.997123
2540,MANHATTAN,LAFAYETTE ST,R,1,Protected Path,40.723686,-73.996476,40.724403,-73.995882
2548,MANHATTAN,BROADWAY,L,1,,40.726527,-73.995844,40.727211,-73.99527
2556,MANHATTAN,W 4 ST,L,1,,40.729181,-73.995812,40.729552,-73.996572
2559,MANHATTAN,GREAT JONES ST,R,1,Sharrows,40.727819,-73.994751,40.728193,-73.995593
2560,MANHATTAN,GREAT JONES ST,L,1,Standard,40.727819,-73.994751,40.727564,-73.99419
2562,MANHATTAN,LAFAYETTE ST,R,1,Standard,40.72664,-73.99413,40.727289,-73.993639
2566,MANHATTAN,E 4 ST,R,1,Standard,40.728412,-73.994253,40.727867,-73.993147
