,BOROUGH,STREET,BIKE_DIR,LANE_COUNT,FT_FACILIT,LATITUDE1,LONGITUDE1,LATITUDE2,LONGITUDE2
11529,BROOKLYN,CYPRESS HILLS ST,R,1,Standard,40.699393,-73.888669,40.698858,-73.88818
11530,BROOKLYN,CYPRESS HILLS ST,2,2,Curbside,40.692317,-73.882678,40.692208,-73.882521
11539,QUEENS,FOUNTAIN AV,2,2,Greenway,40.655557,-73.862934,40.655456,-73.862786
11541,BROOKLYN,156 AV,R,1,Standard,40.662507,-73.84965,40.662476,-73.849573
11550,BROOKLYN,ROCKAWAY FWY,2,2,Standard,40.586702,-73.817032,40.586662,-73.817148
11551,BROOKLYN,E 21 RD,2,2,Sharrows,40.598295,-73.820702,40.598259,-73.820249
11560,BROOKLYN,83 AV,2,2,Sharrows,40.710946,-73.828099,40.711948,-73.825589
11581,BROOKLYN,N CONDUIT AV,2,2,Sidewalk,40.666403,-73.740424,40.666402,-73.740219
11590,BROOKLYN,47 ST,L,1,,40.735188,-73.919332,40.735123,-73.919352
11594,BROOKLYN,48 ST,R,1,Curbside,40.735292,-73.918373,40.735239,-73.918384
11598,BROOKLYN,QUEENS BLVD,R,1,Sharrows,40.742787,-73.916887,40.742747,-73.916516
11601,BROOKLYN,ROOSEVELT AV,L,1,,40.74304,-73.916168,40.743138,-73.915847
11608,BROOKLYN,50 ST,R,1,Sharrows,40.742731,-73.914985,40.742663,-73.914999
11613,BROOKLYN,23 ST,2,2,Curbside,40.751418,-73.94211,40.751374,-73.942149
11618,BROOKLYN,QUEENS PLZ N,2,2,Greenway,40.751079,-73.94052,40.751023,-73.940393
11632,BROOKLYN,51 ST,L,1,,40.743772,-73.913829,40.742811,-73.914007
11638,MANHATTAN,EAST 120 ST PED OVPS,2,2,Greenway,40.797241,-73.929461,40.797239,-73.929424
11647,BROOKLYN,SHORE BLVD,L,1,,40.776698,-73.927821,40.776661,-73.927858
11657,MANHATTAN,E 119 ST,L,1,,40.801236,-73.941814,40.801187,-73.941699
11675,BRONX,E 135 ST,R,1,Curbside,40.809329,-73.929508,40.809264,-73.929419
11679,BRONX,E 138 ST,2,3,Protected Path,40.813667,-73.931236,40.813635,-73.931159
11681,BRONX,E 138 ST,2,2,Standard,40.813373,-73.93057,40.813304,-73.930396
11693,MANHATTAN,W 168 ST,L,1,,40.840954,-73.939471,40.841039,-73.939674
11714,BRONX,MACOMBS DAM BR,2,2,Signed Route,40.829281,-73.92861,40.829352,-73.928501
11716,MANHATTAN,HIGHBRIDGE GREENWAY,2,2,Greenway,40.842448,-73.931797,40.842439,-73.931521
11732,BRONX,UNIVERSITY AVENUE,2,2,Curbside,40.844238,-73.923622,40.844217,-73.923473
11801,BROOKLYN,88 ST,R,1,Sharrows,40.767428,-73.88185,40.76546,-73.881484
11827,BRONX,HUNTS PT AVE,2,2,Sidewalk,40.820069,-73.890527,40.820159,-73.890639
11829,BRONX,BRUCKNER BLVD,2,2,Sidewalk,40.821466,-73.889224,40.821694,-73.888791
11830,BRONX,BRUCKNER BLVD,2,2,Protected Path,40.821694,-73.888791,40.821932,-73.888434
11831,BRONX,BRUCKNER BLVD,2,2,Protected Path,40.822,-73.888338,40.822377,-73.887732
11834,BRONX,BRUCKNER BLVD,2,2,Sidewalk,40.822474,-73.887559,40.822486,-73.887536
11848,BRONX,THIRD AV,2,2,Curbside,40.843946,-73.897546,40.843997,-73.897518
11849,BRONX,CROTONA AV,2,2,Standard,40.843322,-73.892997,40.843423,-73.892896
11863,BRONX,MORRIS PARK AV,2,2,Sharrows,40.841344,-73.872447,40.841477,-73.872364
11871,BRONX,SOUTHERN BL,R,1,Protected Path,40.866093,-73.882777,40.866049,-73.882737
11881,BROOKLYN,ELIOT AVE,2,2,Protected Path,40.732557,-73.868131,40.732584,-73.86805
11903,BROOKLYN,100 ST,R,1,Sharrows,40.761988,-73.869329,40.761905,-73.869317
11905,BROOKLYN,KEARNEY ST,L,1,,40.761814,-73.868292,40.761724,-73.868241
11917,BROOKLYN,105 ST,R,1,Sharrows,40.756,-73.863398,40.755953,-73.863391
11919,BROOKLYN,108 ST,2,2,Sharrows,40.756287,-73.860719,40.756251,-73.860712
11958,BRONX,ZEREGA AV,2,2,Signed Route,40.827003,-73.843585,40.827668,-73.843728
11967,BROOKLYN,JEWEL AV,R,1,Curbside,40.727863,-73.832743,40.727887,-73.832639
11978,BROOKLYN,PARSONS BLVD,2,2,Curbside,40.716,-73.807844,40.715911,-73.807822
12013,BRONX,CO-OP CITY BOULEVARD,2,2,Standard,40.879331,-73.831497,40.87973,-73.8319
12016,BRONX,SHORE RD GREENWAY,2,2,Greenway,40.853266,-73.826264,40.853225,-73.826044
12025,BROOKLYN,CUNNINGHAM PARK TRAIL,2,2,Dirt Path,40.740287,-73.770313,40.740413,-73.769856
12053,BROOKLYN,260 ST,R,1,Standard,40.74899,-73.715886,40.748968,-73.715853
12063,MANHATTAN,PIKE SLIP,R,1,Protected Path,40.710892,-73.992192,40.710583,-73.992121
12069,BROOKLYN,QUEENS BLVD SR,R,1,Sharrows,40.723101,-73.848244,40.722805,-73.848022
12105,MANHATTAN,FT WASHINGTON AV,2,2,Sharrows,40.835341,-73.944067,40.835386,-73.94419
12113,BROOKLYN,SHORE FRONT PKWY,L,1,,40.586825,-73.800454,40.586815,-73.80045
12131,QUEENS,CARLTON AV,L,1,,40.682423,-73.970683,40.682346,-73.970651
12165,QUEENS,FRONT ST,2,2,Standard,40.702612,-73.992507,40.702612,-73.992374
12172,QUEENS,BROOKLYN AVENUE,R,1,Sharrows,40.678074,-73.944156,40.677351,-73.94423
12178,BRONX,BRUCKNER BLVD,2,2,Sidewalk,40.820306,-73.890824,40.820409,-73.890709
12199,BROOKLYN,CROSS BAY PKWY,2,2,Protected Path,40.583811,-73.81528,40.583871,-73.815302
12240,MANHATTAN,FRANKFORT ST,L,1,,40.710934,-74.003579,40.710974,-74.003642
12246,QUEENS,SANDS ST,L,1,,40.700192,-73.986799,40.700213,-73.986691
12247,QUEENS,FLATBUSH AV,2,2,Protected Path,40.672642,-73.969664,40.67239,-73.96898
12249,QUEENS,SANDS ST,L,1,,40.700231,-73.988689,40.700209,-73.987772
12253,BROOKLYN,50 AVENUE,R,1,Curbside,40.743752,-73.959367,40.74355,-73.958393
12254,QUEENS,SANDS ST,L,1,,40.699833,-73.982898,40.699823,-73.982824
12278,QUEENS,ADAMS ST,L,1,,40.700705,-73.988667,40.700231,-73.988689
12311,BROOKLYN,CENTER BLVD,2,2,Standard,40.746162,-73.95665,40.745514,-73.957242
12423,BROOKLYN,CROSS BAY PKWY,R,1,Curbside,40.585933,-73.816701,40.586574,-73.817093
12438,BRONX,PAUL AV,L,1,,40.88068,-73.885811,40.880687,-73.885695
12441,BRONX,PAUL AV,R,1,Sharrows,40.880596,-73.885751,40.880687,-73.885695
12461,MANHATTAN,F D R DR,2,2,Protected Path,40.738119,-73.973434,40.73892,-73.972965
12470,MANHATTAN,F D R DR,2,2,Signed Route,40.736925,-73.974345,40.737081,-73.974221
12474,STATEN ISLAND,BAY ST,2,2,Protected Path,40.642189,-74.075191,40.642121,-74.075238
12491,QUEENS,THAMES ST,R,1,Standard,40.705734,-73.926574,40.705693,-73.926175
12549,BRONX,BRONX RIVER GREENWAY,2,2,Sidewalk,40.832553,-73.883997,40.832552,-73.883982
12551,BROOKLYN,BEACH FRONT ROAD,2,2,Signed Route,40.587465,-73.797585,40.587177,-73.798982
12554,BROOKLYN,CENTER BLVD,2,2,Standard,40.746848,-73.956441,40.746162,-73.95665
12555,BROOKLYN,SHORE FRONT PKWY,R,1,Curbside,40.586909,-73.800736,40.586903,-73.800747
12569,MANHATTAN,E 26 ST,R,1,Curbside,40.740733,-73.981762,40.740085,-73.980231
12581,STATEN ISLAND,SOUTH BEACH GREENWAY,2,2,Greenway,40.572237,-74.085976,40.571496,-74.08692
12618,MANHATTAN,E 89 ST,L,1,,40.776928,-73.943513,40.776868,-73.943379
12634,BRONX,EDGEWATER RD,2,2,Protected Path,40.829051,-73.885249,40.829416,-73.885242
12635,BRONX,EDGEWATER RD,2,2,Protected Path,40.83047,-73.885083,40.830503,-73.885076
12667,BRONX,COLGATE AV,2,2,Standard,40.819162,-73.879815,40.820351,-73.880079
12712,MANHATTAN,AMSTERDAM AV,2,2,Sharrows,40.802972,-73.963861,40.803222,-73.963679
12767,STATEN ISLAND,BLOOMINGDALE PARK GREENWAY,2,2,Greenway,40.53879,-74.212102,40.538777,-74.212201
12768,STATEN ISLAND,BLOOMINGDALE PARK GREENWAY,2,2,Greenway,40.535265,-74.211661,40.535171,-74.211545
12772,STATEN ISLAND,LA TOURETTE PARK GREENWAY,2,2,Greenway,40.570915,-74.169706,40.570772,-74.169549
12775,QUEENS,OCEAN PKWY,2,2,Greenway,40.624155,-73.970618,40.622388,-73.970293
12780,STATEN ISLAND,WILLOWBROOK PARK GREENWAY,2,2,Greenway,40.60462,-74.162271,40.60452,-74.162207
12795,STATEN ISLAND,SOUTH BEACH GREENWAY CONNECTOR,2,2,Greenway,40.593582,-74.062601,40.593515,-74.062579
12807,STATEN ISLAND,SOUTH BEACH GREENWAY,2,2,Greenway,40.580167,-74.076681,40.580088,-74.076594
12810,STATEN ISLAND,NORTH SHORE ESPLANADE,2,2,Greenway,40.647373,-74.088718,40.647266,-74.088639
12814,STATEN ISLAND,SNUG HARBOR GREENWAY,2,2,Greenway,40.645513,-74.104128,40.645543,-74.104126
12818,QUEENS,W LAKE DR,R,1,Greenway,40.654126,-73.971833,40.653766,-73.971933
12890,STATEN ISLAND,VETERANS RD GREENWAY,2,2,Greenway,40.529719,-74.229125,40.529752,-74.228674
12903,QUEENS,SHORE RD GREENWAY,2,2,Greenway,40.638821,-74.035958,40.638936,-74.036073
12904,QUEENS,LEIF ERICSON PARK GREENWAY,2,2,Greenway,40.638669,-74.024171,40.63854,-74.024183
12908,QUEENS,MARINE PARK GREENWAY,2,2,Greenway,40.607898,-73.934232,40.607628,-73.934605
12920,QUEENS,EASTERN PKWY,2,2,Greenway,40.67146,-73.962541,40.67123,-73.961383
12941,QUEENS,COLUMBIA ST,2,2,Greenway,40.687777,-74.001477,40.688451,-74.001166
12945,MANHATTAN,HANOVER SQ,2,2,Sharrows,40.704528,-74.009455,40.704169,-74.009079
12947,MANHATTAN,E HOUSTON ST PED OVPS,2,0,,40.718841,-73.974742,40.718842,-73.974687
12950,QUEENS,BLAKE AV,2,2,Standard,40.6663,-73.905167,40.666319,-73.905015
12956,QUEENS,COLUMBIA ST ESPLANADE,2,2,Greenway,40.664822,-74.014391,40.664832,-74.014266
12957,QUEENS,IKEA GREENWAY,2,2,Greenway,40.66844,-74.010096,40.668545,-74.010246
12963,QUEENS,BROOKLYN BRIDGE PARK GREENWAY,2,2,Greenway,40.700718,-73.99674,40.700326,-73.996988
12964,QUEENS,FLATBUSH AV GREENWAY,2,2,Greenway,40.598454,-73.910248,40.597755,-73.909466
12967,QUEENS,SHORE PKWY GREENWAY,2,2,Greenway,40.653039,-73.86288,40.653148,-73.862688
12975,QUEENS,CATON AVE,2,2,Standard,40.647774,-73.974728,40.647764,-73.974657
12976,QUEENS,OCEAN PKWY,2,2,Sidewalk,40.647774,-73.974728,40.645125,-73.974225
12990,QUEENS,SHORE PARKWAY,2,0,,40.654559,-73.860496,40.654794,-73.860159
13006,QUEENS,SHORE PARKWAY,2,0,,40.646257,-73.873822,40.646715,-73.873378
13009,BROOKLYN,SHORE PKWY GREENWAY,2,2,Greenway,40.655745,-73.85865,40.655873,-73.858436
13043,QUEENS,MARINE PKWY GIL HODGES BR,2,0,,40.578059,-73.887805,40.57372,-73.885191
13044,BROOKLYN,MARINE PKWY GIL HODGES BR,2,0,,40.57372,-73.885191,40.568598,-73.882087
13045,QUEENS,GATEWAY DR,2,2,Greenway,40.654627,-73.877731,40.654551,-73.877921
13066,BROOKLYN,FLUSHING BAY PROMENADE,2,2,Greenway,40.765343,-73.86171,40.764562,-73.861098
13078,BROOKLYN,34 AVE CITI FIELD LINK,2,2,Sidewalk,40.757294,-73.852557,40.757338,-73.852348
13079,BROOKLYN,VAN WYCK EXWY EXIT NB,2,2,Sidewalk,40.763224,-73.843637,40.763292,-73.843447
13080,BROOKLYN,FLUSHING BR,2,0,,40.763507,-73.838929,40.763355,-73.839041
13088,BROOKLYN,LITTLE BAY,2,2,Greenway,40.789085,-73.794136,40.788949,-73.793937
13095,BROOKLYN,CROSS IS PKWY,2,2,Greenway,40.789743,-73.781998,40.789781,-73.781772
13112,BROOKLYN,KISSENA PARK GREENWAY,2,2,Greenway,40.746449,-73.817346,40.746204,-73.816278
13116,BROOKLYN,KISSENA PARK VELODROME,L,1,,40.74437,-73.809355,40.744393,-73.80991
13117,BROOKLYN,KISSENA PARK VELODROME,2,0,,40.74437,-73.809355,40.743977,-73.809379
13118,BROOKLYN,KISSENA PARK GREENWAY,2,2,Greenway,40.745732,-73.814451,40.745967,-73.814359
13124,BROOKLYN,KISSENA PARK GREENWAY,2,2,Greenway,40.746966,-73.798262,40.746923,-73.798101
13140,BROOKLYN,VANDERBILT MOTOR PARKWAY,2,2,Greenway,40.739265,-73.733849,40.738983,-73.73391
13151,BROOKLYN,JACKIE ROBINSON PKWY EB EXIT 3,2,2,Sidewalk,40.691876,-73.882219,40.691974,-73.882185
13152,BRONX,MACOMBS DAM BR,2,0,,40.828226,-73.933085,40.828226,-73.933046
13153,BROOKLYN,ALLEY POND PARK GREENWAY,2,2,Greenway,40.741408,-73.744402,40.741411,-73.744377
13156,BROOKLYN,LAURELTON GREENWAY,2,2,Greenway,40.668545,-73.737878,40.668433,-73.737957
13157,BROOKLYN,FOREST PARK GREENWAY,2,2,Greenway,40.702904,-73.869033,40.702822,-73.868839
13179,MANHATTAN,W 30 ST,L,1,,40.752059,-74.000981,40.752537,-74.002113
13192,BROOKLYN,69 RD,2,2,Sidewalk,40.727575,-73.834887,40.727526,-73.834823
13196,BROOKLYN,KISSENA PARK PATH,2,2,Greenway,40.748774,-73.834256,40.748673,-73.834219
13197,BROOKLYN,COLLEGE PT BLVD,2,2,Sidewalk,40.748652,-73.833132,40.748358,-73.833198
13199,BROOKLYN,34 AVE CITI FIELD LINK,2,2,Sidewalk,40.757504,-73.851268,40.757445,-73.8512
13220,BROOKLYN,PULASKI BR,2,2,Protected Path,40.741528,-73.951994,40.74161,-73.951968
13235,BROOKLYN,CROSS BAY BLVD GREENWAY,2,2,Greenway,40.636145,-73.831092,40.636107,-73.831074
13236,BRONX,VAN CORTLANDT PARK GREENWAY,2,2,Greenway,40.889754,-73.887715,40.889698,-73.887729
13245,BROOKLYN,BAISLEY POND PARK GREENWAY,2,2,Greenway,40.668338,-73.789158,40.668328,-73.78886
13260,BROOKLYN,CROSS BAY VET MEM BR,2,0,,40.597663,-73.819827,40.597395,-73.820027
13268,BROOKLYN,BEACH CHANNEL DR,2,2,Greenway,40.588749,-73.817222,40.588869,-73.817315
13276,BROOKLYN,BEACH 69 ST,2,2,Signed Route,40.590165,-73.797861,40.59022,-73.797867
13286,BROOKLYN,ROCKAWAY BEACH BLVD,2,2,Sidewalk,40.568788,-73.865343,40.568438,-73.866214
13288,BROOKLYN,69 RD,L,1,,40.727844,-73.833237,40.727879,-73.833111
13291,BROOKLYN,BEACH CHANNEL DR GREENWAY,2,2,Greenway,40.569291,-73.876286,40.569095,-73.876678
13306,BROOKLYN,JEWEL AV,R,1,Protected Path,40.727725,-73.833263,40.727747,-73.833194
13314,BROOKLYN,69 RD,L,1,,40.728077,-73.83186,40.72804,-73.831705
13318,BRONX,HUTCHINSON RIVER GREENWAY,2,2,Greenway,40.830234,-73.837422,40.830224,-73.837505
13346,BROOKLYN,43 ST PED OVPS,2,2,Sidewalk,40.734554,-73.923733,40.734553,-73.923725
13349,BROOKLYN,LAUREL HILL BL,2,2,Sidewalk,40.734011,-73.924625,40.733837,-73.924774
13351,BRONX,VAN CORTLANDT PARK GREENWAY,2,2,Dirt Path,40.90284,-73.88587,40.903057,-73.885787
13381,BRONX,MOSHOLU PKWY GREENWAY,2,2,Greenway,40.884256,-73.887586,40.884182,-73.88744
13406,BRONX,SHOREHAVEN GREENWAY,2,2,Greenway,40.80461,-73.854031,40.804616,-73.854107
13417,BRONX,SHORE RD GREENWAY,2,2,Greenway,40.869287,-73.811665,40.869369,-73.811657
13418,BRONX,PUGSLEY CREEK GREENWAY,2,2,Greenway,40.813959,-73.850063,40.813991,-73.850061
13455,BRONX,BRUCKNER EP GREENWAY,2,2,Greenway,40.85606,-73.82484,40.855928,-73.825043
13477,MANHATTAN,MANHATTAN BR,2,2,Protected Path,40.715063,-73.994691,40.714765,-73.994542
13480,MANHATTAN,W 22 ST,R,1,Standard,40.747022,-74.004651,40.747261,-74.005221
13510,BRONX,SHORE ROAD GREENWAY,2,0,,40.861153,-73.816329,40.862444,-73.815436
13526,BRONX,CITY ISLAND RD GREENWAY,2,2,Greenway,40.864592,-73.813713,40.864701,-73.81357
13528,BRONX,BRONX RIVER GREENWAY,2,2,Greenway,40.876315,-73.870353,40.876377,-73.870331
13531,BRONX,PARK DR GREENWAY,2,2,Greenway,40.866447,-73.800413,40.866508,-73.800359
13534,BRONX,BRONX RIVER GREENWAY,2,2,Greenway,40.865361,-73.870584,40.865404,-73.870588
13563,BRONX,FERRY POINT PARK GREENWAY,R,1,Greenway,40.816033,-73.837692,40.816125,-73.838127
13565,BRONX,CASTLE HILL PARK GREENWAY,2,2,Greenway,40.811687,-73.846324,40.811549,-73.846439
13584,BRONX,SOUNDVIEW PARK GREENWAY,2,2,Greenway,40.82005,-73.872331,40.82015,-73.872468
13588,BRONX,CROTONA PK GREENWAY,2,2,Greenway,40.83914,-73.888493,40.839215,-73.888351
13655,BRONX,ROBERTO CLEMENTE PARK GREENWAY,2,2,Greenway,40.850786,-73.923208,40.851088,-73.92295
13657,BRONX,HUTCHINSON RIVER GREENWAY,2,0,,40.868698,-73.821447,40.868584,-73.821566
13661,MANHATTAN,FT WASHINGTON PARK BICYCLE TRAIL,2,2,Greenway,40.850463,-73.945802,40.850585,-73.945723
13667,MANHATTAN,FT WASHINGTON PARK BICYCLE TRAIL,2,2,Greenway,40.852014,-73.94216,40.85223,-73.941928
13677,MANHATTAN,HENRY HUDSON PKWY SB EN DYCKMAN,2,2,Sidewalk,40.866879,-73.932099,40.866901,-73.93203
13681,MANHATTAN,INWOOD HILL PARK GREENWAY,2,2,Greenway,40.869329,-73.931504,40.869538,-73.931455
13685,MANHATTAN,WILLIAMSBURG BR,2,2,Protected Path,40.716436,-73.981584,40.716184,-73.980745
13718,MANHATTAN,HUDSON RIVER GREENWAY,2,2,Greenway,40.798254,-73.976356,40.798811,-73.975945
13719,MANHATTAN,CHERRY WALK BICYCLE TRAIL,2,2,Greenway,40.799485,-73.975444,40.800778,-73.974577
13726,MANHATTAN,HUDSON RIVER GREENWAY,2,2,Greenway,40.790503,-73.98186,40.792441,-73.980493
13735,MANHATTAN,HUDSON RIVER GREENWAY,2,2,Greenway,40.818047,-73.9619,40.818116,-73.961805
13753,MANHATTAN,HUDSON RIVER GREENWAY 79TH ST LINK,2,0,Link,40.785582,-73.98515,40.785916,-73.985044
13754,MANHATTAN,W 72 ST PED OVPS,2,2,Greenway,40.781865,-73.987846,40.781862,-73.987847
13762,MANHATTAN,HUDSON RIVER GREENWAY,2,2,Greenway,40.757003,-74.005224,40.758001,-74.004499
13768,MANHATTAN,HUDSON RIVER GREENWAY,2,2,Greenway,40.772904,-73.993787,40.773035,-73.993696
13812,MANHATTAN,HIGH BRIDGE GREENWAY,2,2,Greenway,40.837193,-73.936691,40.837069,-73.936682
13815,MANHATTAN,HARLEM RIVER DR GREENWAY,2,2,Greenway,40.85255,-73.9249,40.852786,-73.924731
13837,MANHATTAN,W 139 ST,2,2,Sidewalk,40.814209,-73.934185,40.814263,-73.934172
13843,MANHATTAN,HARLEM RIVER DR GREENWAY,2,2,Greenway,40.810828,-73.934555,40.811046,-73.934497
13853,MANHATTAN,HARLEM RIVER DR GREENWAY,2,0,,40.811666,-73.934964,40.811653,-73.934924
13889,MANHATTAN,MADISON AV BR,2,0,,40.812075,-73.936032,40.812139,-73.935833
13913,MANHATTAN,EAST RIVER ESPLANADE,2,2,Greenway,40.714983,-73.976189,40.715505,-73.97592
13934,MANHATTAN,SOUTH ST,2,2,Protected Path,40.709918,-73.989365,40.709949,-73.989068
13940,MANHATTAN,MACOMBS DAM BR,2,0,,40.827806,-73.934961,40.827814,-73.934952
13948,MANHATTAN,EAST RIVER ESPLANADE,2,2,Sidewalk,40.701235,-74.012246,40.701374,-74.011638
13950,MANHATTAN,EAST RIVER ESPLANADE,2,2,Greenway,40.702871,-74.007716,40.702952,-74.007672
13951,MANHATTAN,EAST RIVER ESPLANADE,2,2,Greenway,40.702952,-74.007672,40.703004,-74.007637
13953,MANHATTAN,MACOMBS DAM BR,2,0,,40.830372,-73.940141,40.830373,-73.939945
13960,MANHATTAN,FDR DR GREENWAY,2,2,Greenway,40.7425,-73.97221,40.742543,-73.972197
13981,MANHATTAN,CATHERINE ST,2,2,Standard,40.709205,-73.996061,40.709119,-73.996063
13989,MANHATTAN,PETER MINUIT PLAZA GREENWAY,2,2,Greenway,40.701358,-74.012399,40.701298,-74.01238
13998,MANHATTAN,BATTERY PARK GREENWAY,2,2,Greenway,40.702291,-74.01428,40.702237,-74.013819
14003,MANHATTAN,BATTERY PARK GREENWAY,2,2,Greenway,40.704731,-74.017069,40.704722,-74.017021
14021,MANHATTAN,ALBANY ST,2,2,Curbside,40.70983,-74.015212,40.710078,-74.016381
14060,MANHATTAN,W 68 ST PED OVPS,2,2,Greenway,40.778165,-73.988613,40.778279,-73.988716
14071,MANHATTAN,STANTON ST,R,1,Ped Plaza,40.722402,-73.991649,40.722181,-73.990914
14072,MANHATTAN,RIVINGTON ST,L,1,,40.721248,-73.992237,40.721028,-73.991505
14073,MANHATTAN,CITY HALL PARK GREENWAY,L,1,,40.712453,-74.004858,40.712672,-74.004913
14105,MANHATTAN,UNIVERSITY HEIGHTS BR,2,0,,40.862938,-73.9155,40.863568,-73.916984
14141,MANHATTAN,3 AV BR,2,2,Protected Path,40.805781,-73.934465,40.805651,-73.934093
14204,MANHATTAN,RFK BR,2,0,,40.781127,-73.927606,40.781051,-73.927544
14206,BROOKLYN,RFK BR,2,0,,40.778459,-73.925573,40.77835,-73.925495
14219,MANHATTAN,G WASHINGTON BR,2,2,Protected Path,40.850594,-73.948005,40.85158,-73.953038
14253,BROOKLYN,ASTORIA GREENWAY,2,2,Greenway,40.776698,-73.927821,40.776677,-73.928001
14254,BROOKLYN,HALLETS COVE ESPLANADE,2,2,Greenway,40.774705,-73.937649,40.774626,-73.937676
14259,BROOKLYN,Vernon Bl,2,2,Standard,40.771697,-73.934015,40.771425,-73.934109
14262,BROOKLYN,COSTCO ESPLANADE,2,2,Greenway,40.767425,-73.940338,40.76748,-73.940296
14289,MANHATTAN,WARDS ISLAND GREENWAY,2,2,Greenway,40.783233,-73.934988,40.783139,-73.93487
14309,MANHATTAN,SOUTH ST,2,2,Protected Path,40.705275,-74.004017,40.70538,-74.003928
14352,MANHATTAN,HARLEM RIVER PATHWAY,2,2,Greenway,40.785242,-73.935329,40.785239,-73.93533
14413,QUEENS,PLAZA ST W,2,2,Protected Path,40.672642,-73.969664,40.672761,-73.969556
14431,MANHATTAN,HARLEM RIVER PATHWAY,2,2,Greenway,40.792414,-73.928158,40.792407,-73.928154
14434,MANHATTAN,RANDALLS ISLAND GREENWAY,2,2,Greenway,40.798805,-73.925898,40.798541,-73.926272
14452,MANHATTAN,HELL GATE CIRCLE,2,2,Protected Path,40.789375,-73.926589,40.788567,-73.927296
14464,MANHATTAN,RANDALLS ISLAND GREENWAY,2,2,Greenway,40.786267,-73.925713,40.786436,-73.925764
14470,MANHATTAN,PARK ROW,L,1,,40.711733,-74.007846,40.711722,-74.007825
14495,MANHATTAN,F D R DR,2,2,Sidewalk,40.7861,-73.939658,40.786448,-73.939283
14508,BROOKLYN,QUEENS BLVD,2,2,Protected Path,40.748916,-73.937397,40.748867,-73.937131
14517,MANHATTAN,RANDALLS ISLAND GREENWAY,2,2,Greenway,40.796276,-73.918087,40.796262,-73.918263
14520,BRONX,BRONX RIVER GREENWAY,2,2,Greenway,40.902243,-73.859532,40.902656,-73.859179
14547,QUEENS,CLINTON ST,L,1,,40.696431,-73.991308,40.69643,-73.991388
14548,QUEENS,CADMAN PLZ E,L,1,,40.699522,-73.989806,40.699329,-73.989844
14552,MANHATTAN,E 17 ST,2,2,Protected Path,40.737132,-73.990331,40.736591,-73.989079
14564,QUEENS,P P PARK CIR ENTRANCE,L,1,,40.652025,-73.970642,40.652027,-73.970809
14573,MANHATTAN,CHATHAM SQ,L,1,,40.713507,-73.99863,40.713558,-73.998485
14578,QUEENS,BORINQUEN PL,R,1,Protected Path,40.710318,-73.95726,40.710359,-73.956871
14604,QUEENS,LAFAYETTE AV,R,1,Standard,40.686919,-73.977361,40.686967,-73.976837
14612,QUEENS,METROTECH RD,2,2,Sharrows,40.693125,-73.987254,40.693088,-73.986226
14632,MANHATTAN,BROADWAY,L,1,,40.711392,-74.008601,40.711656,-74.008376
14640,QUEENS,FRANKLIN AV,2,2,Protected Path,40.724285,-73.95772,40.724759,-73.957634
14650,BROOKLYN,44 DR,2,2,Standard,40.747201,-73.942729,40.747143,-73.94247
14666,QUEENS,BORINQUEN PL,L,1,,40.710247,-73.958388,40.710295,-73.958291
14708,MANHATTAN,CABRINI BOULEVARD,2,2,Sharrows,40.848184,-73.941364,40.848287,-73.941379
14711,MANHATTAN,E 124 ST,2,2,Protected Path,40.801778,-73.933626,40.801792,-73.933648
14713,BROOKLYN,43 ST,2,2,Sidewalk,40.734848,-73.923355,40.73478,-73.923395
14722,BROOKLYN,VAN WYCK EXWY NB EN COLLEGE PT B,2,2,Signed Route,40.748076,-73.833217,40.748032,-73.833141
14735,MANHATTAN,BEEKMAN ST,L,1,,40.71123,-74.006479,40.71065,-74.005866
14742,MANHATTAN,GREENWICH ST,R,1,Protected Path,40.738761,-74.002406,40.738883,-74.002479
14758,BROOKLYN,LEFFERTS BLVD,2,2,Sharrows,40.663554,-73.823052,40.663,-73.823228
14764,QUEENS,P P PARK CIR EXIT,R,1,Greenway,40.652654,-73.971868,40.652649,-73.97187
14765,MANHATTAN,ROOSEVELT ISLAND BR,2,0,,40.76293,-73.944676,40.763918,-73.946572
14767,BROOKLYN,ROOSEVELT ISLAND BR,2,0,,40.762753,-73.944315,40.76271,-73.944224
14769,QUEENS,PARK CIR,R,1,Sharrows,40.651521,-73.972477,40.651434,-73.972658
14774,QUEENS,PARK CIR,2,2,Protected Path,40.651549,-73.972303,40.651557,-73.972267
14777,QUEENS,PARADE GROUNDS GREENWAY,2,2,Greenway,40.650827,-73.971505,40.650784,-73.971394
14796,BROOKLYN,VAN WYCK EXWY EXIT NB,2,2,Protected Path,40.763507,-73.838929,40.763572,-73.838886
14827,MANHATTAN,VESEY ST,2,2,Sharrows,40.713841,-74.014096,40.713978,-74.014406
14831,BROOKLYN,CENTER BLVD,2,2,Standard,40.747621,-73.956504,40.747568,-73.956478
14848,BROOKLYN,COOPER AVENUE,2,2,Sharrows,40.707509,-73.873748,40.707529,-73.873706
14852,QUEENS,DYKER PL,R,1,Standard,40.620679,-74.021729,40.620603,-74.021802
14883,QUEENS,E 102 ST,2,2,Sharrows,40.634448,-73.884069,40.634345,-73.883953
14935,QUEENS,SANDS ST,R,1,Sharrows,40.69998,-73.987787,40.699934,-73.986815
14946,QUEENS,CADMAN PLZ W,R,1,Signed Route,40.697031,-73.991429,40.696878,-73.991409
